kdbRecvTime,x
2023-03-02D20:47:58.000000000,1569
2023-03-02D20:47:58.250000000,835
2023-03-02D20:47:58.500000000,1283
2023-03-02D20:47:58.750000000,1519
2023-03-02D20:47:59.000000000,1011
2023-03-02D20:47:59.250000000,795
2023-03-02D20:47:59.500000000,1080
2023-03-02D20:47:59.750000000,946
2023-03-02D20:48:00.000000000,1481
2023-03-02D20:48:00.250000000,3952
2023-03-02D20:48:00.500000000,2262
2023-03-02D20:48:00.750000000,12033
2023-03-02D20:48:01.000000000,2229
2023-03-02D20:48:01.250000000,2143
2023-03-02D20:48:01.500000000,1375
2023-03-02D20:48:01.750000000,1082
2023-03-02D20:48:02.000000000,1106
2023-03-02D20:48:02.250000000,1594
2023-03-02D20:48:02.500000000,1073
2023-03-02D20:48:02.750000000,1191
2023-03-02D20:48:03.000000000,711
2023-03-02D20:48:03.250000000,978
2023-03-02D20:48:03.500000000,1026
2023-03-02D20:48:03.750000000,797
2023-03-02D20:48:04.000000000,1099
2023-03-02D20:48:04.250000000,1470
2023-03-02D20:48:04.500000000,922
2023-03-02D20:48:04.750000000,1157
2023-03-02D20:48:05.000000000,1530
2023-03-02D20:48:05.250000000,1470
2023-03-02D20:48:05.500000000,9151
2023-03-02D20:48:05.750000000,5196
2023-03-02D20:48:06.000000000,6642
2023-03-02D20:48:06.250000000,2312
2023-03-02D20:48:06.500000000,2374
2023-03-02D20:48:06.750000000,1182
2023-03-02D20:48:07.000000000,1406
2023-03-02D20:48:07.250000000,1500
2023-03-02D20:48:07.500000000,1001
2023-03-02D20:48:07.750000000,1136
2023-03-02D20:48:08.000000000,1342
2023-03-02D20:48:08.250000000,3215
2023-03-02D20:48:08.500000000,1124
2023-03-02D20:48:08.750000000,757
2023-03-02D20:48:09.000000000,1960
2023-03-02D20:48:09.250000000,939
2023-03-02D20:48:09.500000000,770
2023-03-02D20:48:09.750000000,1141
2023-03-02D20:48:10.000000000,1048
2023-03-02D20:48:10.250000000,990
2023-03-02D20:48:10.500000000,1596
2023-03-02D20:48:10.750000000,1007
2023-03-02D20:48:11.000000000,953
2023-03-02D20:48:11.250000000,1397
2023-03-02D20:48:11.500000000,1219
2023-03-02D20:48:11.750000000,1095
2023-03-02D20:48:12.000000000,1171
2023-03-02D20:48:12.250000000,1139
2023-03-02D20:48:12.500000000,980
2023-03-02D20:48:12.750000000,931
2023-03-02D20:48:13.000000000,1003
2023-03-02D20:48:13.250000000,1121
2023-03-02D20:48:13.500000000,1813
2023-03-02D20:48:13.750000000,1095
2023-03-02D20:48:14.000000000,1626
2023-03-02D20:48:14.250000000,1186
2023-03-02D20:48:14.500000000,1969
2023-03-02D20:48:14.750000000,734
2023-03-02D20:48:15.000000000,2033
2023-03-02D20:48:15.250000000,1081
2023-03-02D20:48:15.500000000,1499
2023-03-02D20:48:15.750000000,1529
2023-03-02D20:48:16.000000000,963
2023-03-02D20:48:16.250000000,1771
2023-03-02D20:48:16.500000000,3124
2023-03-02D20:48:16.750000000,1412
2023-03-02D20:48:17.000000000,1217
2023-03-02D20:48:17.250000000,1614
2023-03-02D20:48:17.500000000,1059
2023-03-02D20:48:17.750000000,2347
2023-03-02D20:48:18.000000000,1049
2023-03-02D20:48:18.250000000,939
2023-03-02D20:48:18.500000000,734
2023-03-02D20:48:18.750000000,768
2023-03-02D20:48:19.000000000,971
2023-03-02D20:48:19.250000000,1192
2023-03-02D20:48:19.500000000,1147
2023-03-02D20:48:19.750000000,1675
2023-03-02D20:48:20.000000000,1069
2023-03-02D20:48:20.250000000,887
2023-03-02D20:48:20.500000000,2552
2023-03-02D20:48:20.750000000,1178
2023-03-02D20:48:21.000000000,986
2023-03-02D20:48:21.250000000,688
2023-03-02D20:48:21.500000000,982
2023-03-02D20:48:21.750000000,843
2023-03-02D20:48:22.000000000,1000
2023-03-02D20:48:22.250000000,1067
2023-03-02D20:48:22.500000000,958
2023-03-02D20:48:22.750000000,1327
2023-03-02D20:48:23.000000000,1289
2023-03-02D20:48:23.250000000,3229
2023-03-02D20:48:23.500000000,1332
2023-03-02D20:48:23.750000000,811
2023-03-02D20:48:24.000000000,1632
2023-03-02D20:48:24.250000000,1512
2023-03-02D20:48:24.500000000,1496
2023-03-02D20:48:24.750000000,1082
2023-03-02D20:48:25.000000000,3981
2023-03-02D20:48:25.250000000,9739
2023-03-02D20:48:25.500000000,4420
2023-03-02D20:48:25.750000000,1580
2023-03-02D20:48:26.000000000,1564
2023-03-02D20:48:26.250000000,1375
2023-03-02D20:48:26.500000000,1955
2023-03-02D20:48:26.750000000,857
2023-03-02D20:48:27.000000000,1606
2023-03-02D20:48:27.250000000,3057
2023-03-02D20:48:27.500000000,5745
2023-03-02D20:48:27.750000000,8439
2023-03-02D20:48:28.000000000,1999
2023-03-02D20:48:28.250000000,1500
2023-03-02D20:48:28.500000000,1195
2023-03-02D20:48:28.750000000,3299
2023-03-02D20:48:29.000000000,2649
2023-03-02D20:48:29.250000000,1045
2023-03-02D20:48:29.500000000,1429
2023-03-02D20:48:29.750000000,1185
2023-03-02D20:48:30.000000000,1464
2023-03-02D20:48:30.250000000,1081
2023-03-02D20:48:30.500000000,1205
2023-03-02D20:48:30.750000000,753
2023-03-02D20:48:31.000000000,685
2023-03-02D20:48:31.250000000,883
2023-03-02D20:48:31.500000000,858
2023-03-02D20:48:31.750000000,1211
2023-03-02D20:48:32.000000000,1006
2023-03-02D20:48:32.250000000,712
2023-03-02D20:48:32.500000000,1054
2023-03-02D20:48:32.750000000,1610
2023-03-02D20:48:33.000000000,1313
2023-03-02D20:48:33.250000000,781
2023-03-02D20:48:33.500000000,1875
2023-03-02D20:48:33.750000000,1363
2023-03-02D20:48:34.000000000,796
2023-03-02D20:48:34.250000000,794
2023-03-02D20:48:34.500000000,823
2023-03-02D20:48:34.750000000,2314
2023-03-02D20:48:35.000000000,1239
2023-03-02D20:48:35.250000000,1256
2023-03-02D20:48:35.500000000,1131
2023-03-02D20:48:35.750000000,1507
2023-03-02D20:48:36.000000000,1191
2023-03-02D20:48:36.250000000,888
2023-03-02D20:48:36.500000000,979
2023-03-02D20:48:36.750000000,1125
2023-03-02D20:48:37.000000000,3071
2023-03-02D20:48:37.250000000,4042
2023-03-02D20:48:37.500000000,1447
2023-03-02D20:48:37.750000000,1320
2023-03-02D20:48:38.000000000,1233
2023-03-02D20:48:38.250000000,3207
2023-03-02D20:48:38.500000000,1446
2023-03-02D20:48:38.750000000,1114
2023-03-02D20:48:39.000000000,3964
2023-03-02D20:48:39.250000000,5501
2023-03-02D20:48:39.500000000,1584
2023-03-02D20:48:39.750000000,1111
2023-03-02D20:48:40.000000000,1547
2023-03-02D20:48:40.250000000,1777
2023-03-02D20:48:40.500000000,1667
2023-03-02D20:48:40.750000000,781
2023-03-02D20:48:41.000000000,1043
2023-03-02D20:48:41.250000000,1221
2023-03-02D20:48:41.500000000,1064
2023-03-02D20:48:41.750000000,783
2023-03-02D20:48:42.000000000,890
2023-03-02D20:48:42.250000000,793
2023-03-02D20:48:42.500000000,869
2023-03-02D20:48:42.750000000,906
2023-03-02D20:48:43.000000000,980
2023-03-02D20:48:43.250000000,831
2023-03-02D20:48:43.500000000,834
2023-03-02D20:48:43.750000000,1813
2023-03-02D20:48:44.000000000,1212
2023-03-02D20:48:44.250000000,869
2023-03-02D20:48:44.500000000,2127
2023-03-02D20:48:44.750000000,925
2023-03-02D20:48:45.000000000,1619
2023-03-02D20:48:45.250000000,751
2023-03-02D20:48:45.500000000,913
2023-03-02D20:48:45.750000000,757
2023-03-02D20:48:46.000000000,1624
2023-03-02D20:48:46.250000000,1041
2023-03-02D20:48:46.500000000,1149
2023-03-02D20:48:46.750000000,915
2023-03-02D20:48:47.000000000,964
2023-03-02D20:48:47.250000000,844
2023-03-02D20:48:47.500000000,2129
2023-03-02D20:48:47.750000000,669
2023-03-02D20:48:48.000000000,1275
2023-03-02D20:48:48.250000000,768
2023-03-02D20:48:48.500000000,825
2023-03-02D20:48:48.750000000,794
2023-03-02D20:48:49.000000000,1176
2023-03-02D20:48:49.250000000,825
2023-03-02D20:48:49.500000000,1124
2023-03-02D20:48:49.750000000,1482
2023-03-02D20:48:50.000000000,2375
2023-03-02D20:48:50.250000000,3400
2023-03-02D20:48:50.500000000,1018
2023-03-02D20:48:50.750000000,3533
2023-03-02D20:48:51.000000000,1376
2023-03-02D20:48:51.250000000,2154
2023-03-02D20:48:51.500000000,1023
2023-03-02D20:48:51.750000000,1555
2023-03-02D20:48:52.000000000,1305
2023-03-02D20:48:52.250000000,1508
2023-03-02D20:48:52.500000000,1253
2023-03-02D20:48:52.750000000,1157
2023-03-02D20:48:53.000000000,1488
2023-03-02D20:48:53.250000000,3298
2023-03-02D20:48:53.500000000,2136
2023-03-02D20:48:53.750000000,1116
2023-03-02D20:48:54.000000000,1566
2023-03-02D20:48:54.250000000,964
2023-03-02D20:48:54.500000000,1426
2023-03-02D20:48:54.750000000,1272
2023-03-02D20:48:55.000000000,1486
2023-03-02D20:48:55.250000000,959
2023-03-02D20:48:55.500000000,1092
2023-03-02D20:48:55.750000000,994
2023-03-02D20:48:56.000000000,851
2023-03-02D20:48:56.250000000,1065
2023-03-02D20:48:56.500000000,630
2023-03-02D20:48:56.750000000,682
2023-03-02D20:48:57.000000000,1758
2023-03-02D20:48:57.250000000,922
2023-03-02D20:48:57.500000000,2183
2023-03-02D20:48:57.750000000,730
2023-03-02D20:48:58.000000000,920
2023-03-02D20:48:58.250000000,628
2023-03-02D20:48:58.500000000,804
2023-03-02D20:48:58.750000000,799
2023-03-02D20:48:59.000000000,978
2023-03-02D20:48:59.250000000,1268
2023-03-02D20:48:59.500000000,828
2023-03-02D20:48:59.750000000,710
2023-03-02D20:49:00.000000000,1637
2023-03-02D20:49:00.250000000,2523
2023-03-02D20:49:00.500000000,3119
2023-03-02D20:49:00.750000000,2501
2023-03-02D20:49:01.000000000,1135
2023-03-02D20:49:01.250000000,1032
2023-03-02D20:49:01.500000000,1002
2023-03-02D20:49:01.750000000,712
2023-03-02D20:49:02.000000000,842
2023-03-02D20:49:02.250000000,1423
2023-03-02D20:49:02.500000000,1028
2023-03-02D20:49:02.750000000,726
2023-03-02D20:49:03.000000000,1019
2023-03-02D20:49:03.250000000,731
2023-03-02D20:49:03.500000000,2250
2023-03-02D20:49:03.750000000,1316
2023-03-02D20:49:04.000000000,1393
2023-03-02D20:49:04.250000000,4030
2023-03-02D20:49:04.500000000,955
2023-03-02D20:49:04.750000000,1048
2023-03-02D20:49:05.000000000,1934
2023-03-02D20:49:05.250000000,1368
2023-03-02D20:49:05.500000000,1104
2023-03-02D20:49:05.750000000,1102
2023-03-02D20:49:06.000000000,1963
2023-03-02D20:49:06.250000000,1173
2023-03-02D20:49:06.500000000,1045
2023-03-02D20:49:06.750000000,911
2023-03-02D20:49:07.000000000,853
2023-03-02D20:49:07.250000000,877
2023-03-02D20:49:07.500000000,923
2023-03-02D20:49:07.750000000,1213
2023-03-02D20:49:08.000000000,1234
2023-03-02D20:49:08.250000000,1299
2023-03-02D20:49:08.500000000,738
2023-03-02D20:49:08.750000000,707
2023-03-02D20:49:09.000000000,927
2023-03-02D20:49:09.250000000,913
2023-03-02D20:49:09.500000000,753
2023-03-02D20:49:09.750000000,1033
2023-03-02D20:49:10.000000000,2097
2023-03-02D20:49:10.250000000,995
2023-03-02D20:49:10.500000000,1172
2023-03-02D20:49:10.750000000,927
2023-03-02D20:49:11.000000000,886
2023-03-02D20:49:11.250000000,1029
2023-03-02D20:49:11.500000000,1470
2023-03-02D20:49:11.750000000,1288
2023-03-02D20:49:12.000000000,2295
2023-03-02D20:49:12.250000000,1511
2023-03-02D20:49:12.500000000,1132
2023-03-02D20:49:12.750000000,1357
2023-03-02D20:49:13.000000000,4189
2023-03-02D20:49:13.250000000,1195
2023-03-02D20:49:13.500000000,1100
2023-03-02D20:49:13.750000000,2728
2023-03-02D20:49:14.000000000,3558
2023-03-02D20:49:14.250000000,1037
2023-03-02D20:49:14.500000000,888
2023-03-02D20:49:14.750000000,1020
2023-03-02D20:49:15.000000000,1408
2023-03-02D20:49:15.250000000,1174
2023-03-02D20:49:15.500000000,1936
2023-03-02D20:49:15.750000000,807
2023-03-02D20:49:16.000000000,1272
2023-03-02D20:49:16.250000000,922
2023-03-02D20:49:16.500000000,1093
2023-03-02D20:49:16.750000000,1080
2023-03-02D20:49:17.000000000,1009
2023-03-02D20:49:17.250000000,801
2023-03-02D20:49:17.500000000,1319
2023-03-02D20:49:17.750000000,1045
2023-03-02D20:49:18.000000000,2853
2023-03-02D20:49:18.250000000,1071
2023-03-02D20:49:18.500000000,911
2023-03-02D20:49:18.750000000,865
2023-03-02D20:49:19.000000000,1849
2023-03-02D20:49:19.250000000,1042
2023-03-02D20:49:19.500000000,788
2023-03-02D20:49:19.750000000,759
2023-03-02D20:49:20.000000000,1354
2023-03-02D20:49:20.250000000,1392
2023-03-02D20:49:20.500000000,1073
2023-03-02D20:49:20.750000000,1021
2023-03-02D20:49:21.000000000,793
2023-03-02D20:49:21.250000000,1091
2023-03-02D20:49:21.500000000,2400
2023-03-02D20:49:21.750000000,1355
2023-03-02D20:49:22.000000000,4494
2023-03-02D20:49:22.250000000,1794
2023-03-02D20:49:22.500000000,4317
2023-03-02D20:49:22.750000000,1597
2023-03-02D20:49:23.000000000,1750
2023-03-02D20:49:23.250000000,995
2023-03-02D20:49:23.500000000,1021
2023-03-02D20:49:23.750000000,1122
2023-03-02D20:49:24.000000000,1027
2023-03-02D20:49:24.250000000,840
2023-03-02D20:49:24.500000000,1283
2023-03-02D20:49:24.750000000,833
2023-03-02D20:49:25.000000000,3351
2023-03-02D20:49:25.250000000,1664
2023-03-02D20:49:25.500000000,1139
2023-03-02D20:49:25.750000000,5017
2023-03-02D20:49:26.000000000,1577
2023-03-02D20:49:26.250000000,1083
2023-03-02D20:49:26.500000000,1416
2023-03-02D20:49:26.750000000,1406
2023-03-02D20:49:27.000000000,1586
2023-03-02D20:49:27.250000000,1242
2023-03-02D20:49:27.500000000,1315
2023-03-02D20:49:27.750000000,805
2023-03-02D20:49:28.000000000,1322
2023-03-02D20:49:28.250000000,1568
2023-03-02D20:49:28.500000000,1056
2023-03-02D20:49:28.750000000,1168
2023-03-02D20:49:29.000000000,1079
2023-03-02D20:49:29.250000000,1609
2023-03-02D20:49:29.500000000,903
2023-03-02D20:49:29.750000000,1116
2023-03-02D20:49:30.000000000,1459
2023-03-02D20:49:30.250000000,1169
2023-03-02D20:49:30.500000000,1376
2023-03-02D20:49:30.750000000,859
2023-03-02D20:49:31.000000000,1432
2023-03-02D20:49:31.250000000,1338
2023-03-02D20:49:31.500000000,1124
2023-03-02D20:49:31.750000000,1233
2023-03-02D20:49:32.000000000,1137
2023-03-02D20:49:32.250000000,918
2023-03-02D20:49:32.500000000,810
2023-03-02D20:49:32.750000000,702
2023-03-02D20:49:33.000000000,1176
2023-03-02D20:49:33.250000000,956
2023-03-02D20:49:33.500000000,2242
2023-03-02D20:49:33.750000000,1160
2023-03-02D20:49:34.000000000,2535
2023-03-02D20:49:34.250000000,1616
2023-03-02D20:49:34.500000000,1507
2023-03-02D20:49:34.750000000,1185
2023-03-02D20:49:35.000000000,970
2023-03-02D20:49:35.250000000,889
2023-03-02D20:49:35.500000000,1056
2023-03-02D20:49:35.750000000,1307
2023-03-02D20:49:36.000000000,2043
2023-03-02D20:49:36.250000000,1014
2023-03-02D20:49:36.500000000,1211
2023-03-02D20:49:36.750000000,664
2023-03-02D20:49:37.000000000,1625
2023-03-02D20:49:37.250000000,3416
2023-03-02D20:49:37.500000000,1436
2023-03-02D20:49:37.750000000,1075
2023-03-02D20:49:38.000000000,1482
2023-03-02D20:49:38.250000000,1700
2023-03-02D20:49:38.500000000,5166
2023-03-02D20:49:38.750000000,909
2023-03-02D20:49:39.000000000,1065
2023-03-02D20:49:39.250000000,857
2023-03-02D20:49:39.500000000,1022
2023-03-02D20:49:39.750000000,721
2023-03-02D20:49:40.000000000,1434
2023-03-02D20:49:40.250000000,773
2023-03-02D20:49:40.500000000,1882
2023-03-02D20:49:40.750000000,1278
2023-03-02D20:49:41.000000000,1053
2023-03-02D20:49:41.250000000,2093
2023-03-02D20:49:41.500000000,5230
2023-03-02D20:49:41.750000000,1032
2023-03-02D20:49:42.000000000,1459
2023-03-02D20:49:42.250000000,934
2023-03-02D20:49:42.500000000,946
2023-03-02D20:49:42.750000000,1754
2023-03-02D20:49:43.000000000,1122
2023-03-02D20:49:43.250000000,818
2023-03-02D20:49:43.500000000,779
2023-03-02D20:49:43.750000000,658
2023-03-02D20:49:44.000000000,1137
2023-03-02D20:49:44.250000000,775
2023-03-02D20:49:44.500000000,2269
2023-03-02D20:49:44.750000000,1354
2023-03-02D20:49:45.000000000,961
2023-03-02D20:49:45.250000000,1157
2023-03-02D20:49:45.500000000,1512
2023-03-02D20:49:45.750000000,1155
2023-03-02D20:49:46.000000000,1107
2023-03-02D20:49:46.250000000,1037
2023-03-02D20:49:46.500000000,1040
2023-03-02D20:49:46.750000000,865
2023-03-02D20:49:47.000000000,1300
2023-03-02D20:49:47.250000000,787
2023-03-02D20:49:47.500000000,1165
2023-03-02D20:49:47.750000000,1735
2023-03-02D20:49:48.000000000,1596
2023-03-02D20:49:48.250000000,2664
2023-03-02D20:49:48.500000000,1576
2023-03-02D20:49:48.750000000,989
2023-03-02D20:49:49.000000000,964
2023-03-02D20:49:49.250000000,1399
2023-03-02D20:49:49.500000000,1154
2023-03-02D20:49:49.750000000,609
2023-03-02D20:49:50.000000000,1590
2023-03-02D20:49:50.250000000,1299
2023-03-02D20:49:50.500000000,1140
2023-03-02D20:49:50.750000000,959
2023-03-02D20:49:51.000000000,1554
2023-03-02D20:49:51.250000000,934
2023-03-02D20:49:51.500000000,885
2023-03-02D20:49:51.750000000,1160
2023-03-02D20:49:52.000000000,417
2023-03-02D20:49:52.250000000,1474
2023-03-02D20:49:52.500000000,1492
2023-03-02D20:49:52.750000000,740
2023-03-02D20:49:53.000000000,1166
2023-03-02D20:49:53.250000000,977
2023-03-02D20:49:53.500000000,918
2023-03-02D20:49:53.750000000,1569
2023-03-02D20:49:54.000000000,1038
2023-03-02D20:49:54.250000000,1236
2023-03-02D20:49:54.500000000,803
2023-03-02D20:49:54.750000000,813
2023-03-02D20:49:55.000000000,1138
2023-03-02D20:49:55.250000000,1425
2023-03-02D20:49:55.500000000,2075
2023-03-02D20:49:55.750000000,1749
2023-03-02D20:49:56.000000000,1699
2023-03-02D20:49:56.250000000,1238
2023-03-02D20:49:56.500000000,1133
2023-03-02D20:49:56.750000000,1185
2023-03-02D20:49:57.000000000,1639
2023-03-02D20:49:57.250000000,790
2023-03-02D20:49:57.500000000,1008
2023-03-02D20:49:57.750000000,1260
2023-03-02D20:49:58.000000000,1505
2023-03-02D20:49:58.250000000,1587
2023-03-02D20:49:58.500000000,1342
2023-03-02D20:49:58.750000000,1271
2023-03-02D20:49:59.000000000,1312
2023-03-02D20:49:59.250000000,1685
2023-03-02D20:49:59.500000000,1359
2023-03-02D20:49:59.750000000,1406
2023-03-02D20:50:00.000000000,7802
2023-03-02D20:50:00.250000000,14073
2023-03-02D20:50:00.500000000,10190
2023-03-02D20:50:00.750000000,1460
2023-03-02D20:50:01.000000000,1239
2023-03-02D20:50:01.250000000,3038
2023-03-02D20:50:01.500000000,2449
2023-03-02D20:50:01.750000000,8291
2023-03-02D20:50:02.000000000,13502
2023-03-02D20:50:02.250000000,27033
2023-03-02D20:50:02.500000000,11563
2023-03-02D20:50:02.750000000,4947
2023-03-02D20:50:03.000000000,4598
2023-03-02D20:50:03.250000000,7661
2023-03-02D20:50:03.500000000,6399
2023-03-02D20:50:03.750000000,5021
2023-03-02D20:50:04.000000000,2075
2023-03-02D20:50:04.250000000,2433
2023-03-02D20:50:04.500000000,1762
2023-03-02D20:50:04.750000000,1226
2023-03-02D20:50:05.000000000,1335
2023-03-02D20:50:05.250000000,3120
2023-03-02D20:50:05.500000000,2323
2023-03-02D20:50:05.750000000,2560
2023-03-02D20:50:06.000000000,2958
2023-03-02D20:50:06.250000000,938
2023-03-02D20:50:06.500000000,5840
2023-03-02D20:50:06.750000000,8863
2023-03-02D20:50:07.000000000,1488
2023-03-02D20:50:07.250000000,1401
2023-03-02D20:50:07.500000000,1144
2023-03-02D20:50:07.750000000,1869
2023-03-02D20:50:08.000000000,1096
2023-03-02D20:50:08.250000000,2281
2023-03-02D20:50:08.500000000,1357
2023-03-02D20:50:08.750000000,856
2023-03-02D20:50:09.000000000,1282
2023-03-02D20:50:09.250000000,2959
2023-03-02D20:50:09.500000000,1466
2023-03-02D20:50:09.750000000,1010
2023-03-02D20:50:10.000000000,3166
2023-03-02D20:50:10.250000000,4459
2023-03-02D20:50:10.500000000,4068
2023-03-02D20:50:10.750000000,5779
2023-03-02D20:50:11.000000000,2623
2023-03-02D20:50:11.250000000,2116
2023-03-02D20:50:11.500000000,4340
2023-03-02D20:50:11.750000000,5712
2023-03-02D20:50:12.000000000,1438
2023-03-02D20:50:12.250000000,2056
2023-03-02D20:50:12.500000000,2465
2023-03-02D20:50:12.750000000,5920
2023-03-02D20:50:13.000000000,2423
2023-03-02D20:50:13.250000000,2050
2023-03-02D20:50:13.500000000,2169
2023-03-02D20:50:13.750000000,1837
2023-03-02D20:50:14.000000000,2364
2023-03-02D20:50:14.250000000,1071
2023-03-02D20:50:14.500000000,1477
2023-03-02D20:50:14.750000000,1343
2023-03-02D20:50:15.000000000,2977
2023-03-02D20:50:15.250000000,1931
2023-03-02D20:50:15.500000000,5700
2023-03-02D20:50:15.750000000,5819
2023-03-02D20:50:16.000000000,3308
2023-03-02D20:50:16.250000000,1419
2023-03-02D20:50:16.500000000,1327
2023-03-02D20:50:16.750000000,1418
2023-03-02D20:50:17.000000000,630
2023-03-02D20:50:17.250000000,726
2023-03-02D20:50:17.500000000,13575
2023-03-02D20:50:17.750000000,3273
2023-03-02D20:50:18.000000000,2629
2023-03-02D20:50:18.250000000,1684
2023-03-02D20:50:18.500000000,1493
2023-03-02D20:50:18.750000000,2101
2023-03-02D20:50:19.000000000,1185
2023-03-02D20:50:19.250000000,2335
2023-03-02D20:50:19.500000000,3795
2023-03-02D20:50:19.750000000,860
2023-03-02D20:50:20.000000000,2068
2023-03-02D20:50:20.250000000,1485
2023-03-02D20:50:20.500000000,2525
2023-03-02D20:50:20.750000000,3776
2023-03-02D20:50:21.000000000,6021
2023-03-02D20:50:21.250000000,1399
2023-03-02D20:50:21.500000000,1690
2023-03-02D20:50:21.750000000,1187
2023-03-02D20:50:22.000000000,1264
2023-03-02D20:50:22.250000000,992
2023-03-02D20:50:22.500000000,1587
2023-03-02D20:50:22.750000000,1530
2023-03-02D20:50:23.000000000,1010
2023-03-02D20:50:23.250000000,1432
2023-03-02D20:50:23.500000000,1298
2023-03-02D20:50:23.750000000,1405
2023-03-02D20:50:24.000000000,882
2023-03-02D20:50:24.250000000,1406
2023-03-02D20:50:24.500000000,1336
2023-03-02D20:50:24.750000000,1198
2023-03-02D20:50:25.000000000,1855
2023-03-02D20:50:25.250000000,1157
2023-03-02D20:50:25.500000000,1114
2023-03-02D20:50:25.750000000,1149
2023-03-02D20:50:26.000000000,1795
2023-03-02D20:50:26.250000000,1275
2023-03-02D20:50:26.500000000,1303
2023-03-02D20:50:26.750000000,1216
2023-03-02D20:50:27.000000000,2947
2023-03-02D20:50:27.250000000,977
2023-03-02D20:50:27.500000000,1040
2023-03-02D20:50:27.750000000,8020
2023-03-02D20:50:28.000000000,838
2023-03-02D20:50:28.250000000,5494
2023-03-02D20:50:28.500000000,1323
2023-03-02D20:50:28.750000000,1122
2023-03-02D20:50:29.000000000,1793
2023-03-02D20:50:29.250000000,1571
2023-03-02D20:50:29.500000000,1407
2023-03-02D20:50:29.750000000,1165
2023-03-02D20:50:30.000000000,1389
2023-03-02D20:50:30.250000000,1455
2023-03-02D20:50:30.500000000,1509
2023-03-02D20:50:30.750000000,1367
2023-03-02D20:50:31.000000000,1216
2023-03-02D20:50:31.250000000,1383
2023-03-02D20:50:31.500000000,1285
2023-03-02D20:50:31.750000000,1332
2023-03-02D20:50:32.000000000,4836
2023-03-02D20:50:32.250000000,1567
2023-03-02D20:50:32.500000000,900
2023-03-02D20:50:32.750000000,693
2023-03-02D20:50:33.000000000,5565
2023-03-02D20:50:33.250000000,1637
2023-03-02D20:50:33.500000000,1272
2023-03-02D20:50:33.750000000,1469
2023-03-02D20:50:34.000000000,2679
2023-03-02D20:50:34.250000000,1906
2023-03-02D20:50:34.500000000,3137
2023-03-02D20:50:34.750000000,1206
2023-03-02D20:50:35.000000000,1578
2023-03-02D20:50:35.250000000,1356
2023-03-02D20:50:35.500000000,991
2023-03-02D20:50:35.750000000,1137
2023-03-02D20:50:36.000000000,1112
2023-03-02D20:50:36.250000000,1601
2023-03-02D20:50:36.500000000,1241
2023-03-02D20:50:36.750000000,1588
2023-03-02D20:50:37.000000000,1333
2023-03-02D20:50:37.250000000,1450
2023-03-02D20:50:37.500000000,1349
2023-03-02D20:50:37.750000000,1358
2023-03-02D20:50:38.000000000,1564
2023-03-02D20:50:38.250000000,1164
2023-03-02D20:50:38.500000000,1222
2023-03-02D20:50:38.750000000,1314
2023-03-02D20:50:39.000000000,1927
2023-03-02D20:50:39.250000000,2143
2023-03-02D20:50:39.500000000,1927
2023-03-02D20:50:39.750000000,3799
2023-03-02D20:50:40.000000000,4361
2023-03-02D20:50:40.250000000,3582
2023-03-02D20:50:40.500000000,1468
2023-03-02D20:50:40.750000000,2100
2023-03-02D20:50:41.000000000,1956
2023-03-02D20:50:41.250000000,1998
2023-03-02D20:50:41.500000000,1501
2023-03-02D20:50:41.750000000,1624
2023-03-02D20:50:42.000000000,3422
2023-03-02D20:50:42.250000000,4863
2023-03-02D20:50:42.500000000,1276
2023-03-02D20:50:42.750000000,1148
2023-03-02D20:50:43.000000000,2069
2023-03-02D20:50:43.250000000,1033
2023-03-02D20:50:43.500000000,1968
2023-03-02D20:50:43.750000000,1783
2023-03-02D20:50:44.000000000,1128
2023-03-02D20:50:44.250000000,1144
2023-03-02D20:50:44.500000000,1099
2023-03-02D20:50:44.750000000,1417
2023-03-02D20:50:45.000000000,1178
2023-03-02D20:50:45.250000000,1200
2023-03-02D20:50:45.500000000,1102
2023-03-02D20:50:45.750000000,1139
2023-03-02D20:50:46.000000000,1468
2023-03-02D20:50:46.250000000,2252
2023-03-02D20:50:46.500000000,1365
2023-03-02D20:50:46.750000000,1009
2023-03-02D20:50:47.000000000,1068
2023-03-02D20:50:47.250000000,1185
2023-03-02D20:50:47.500000000,1316
2023-03-02D20:50:47.750000000,925
2023-03-02D20:50:48.000000000,2432
2023-03-02D20:50:48.250000000,1270
2023-03-02D20:50:48.500000000,1142
2023-03-02D20:50:48.750000000,7482
2023-03-02D20:50:49.000000000,4746
2023-03-02D20:50:49.250000000,3167
2023-03-02D20:50:49.500000000,1870
2023-03-02D20:50:49.750000000,3027
2023-03-02D20:50:50.000000000,3454
2023-03-02D20:50:50.250000000,1627
2023-03-02D20:50:50.500000000,1667
2023-03-02D20:50:50.750000000,1402
2023-03-02D20:50:51.000000000,1520
2023-03-02D20:50:51.250000000,1398
2023-03-02D20:50:51.500000000,1857
2023-03-02D20:50:51.750000000,1674
2023-03-02D20:50:52.000000000,2768
2023-03-02D20:50:52.250000000,1576
2023-03-02D20:50:52.500000000,2471
2023-03-02D20:50:52.750000000,1965
2023-03-02D20:50:53.000000000,1922
2023-03-02D20:50:53.250000000,1569
2023-03-02D20:50:53.500000000,2250
2023-03-02D20:50:53.750000000,1477
2023-03-02D20:50:54.000000000,1955
2023-03-02D20:50:54.250000000,1234
2023-03-02D20:50:54.500000000,1676
